fz,pn_lot,item_name,okpd2_code,ktru_code,drug_purchase_object
44fz,0118300013321000184_,Бодибар 8 кг,32.30.14.119,,
44fz,0118300013321000184_,Гантели,32.30.14.119,,
44fz,0118300013321000184_,Груша бокс,32.30.14.114,,
44fz,0118300013321000184_,Лапа-ракетка,32.30.14.114,,
44fz,0118300013321000184_,Лента для художественной гимнастики,,32.30.14.112-00000024,
44fz,0118300013321000184_,Лестница координационная,32.30.14.119,,
44fz,0118300013321000184_,Мат спортивный,32.30.14.119,,
44fz,0118300013321000184_,Мешок боксерский,32.30.14.114,,
44fz,0118300013321000184_,Мяч для художественной гимнастики,,32.30.14.112-00000018,
44fz,0118300013321000184_,Палочка для ленты для художественной гимнастики,32.30.14.112,,
44fz,0118300013321000184_,Парашют для бега (тормозной),32.30.14.113,,
44fz,0118300013321000184_,Подушка тренерская  (Таблетка),32.30.14.114,,
44fz,0118300013321000184_,Пояс тяжелоатлетический,32.30.14.115,,
44fz,0118300013321000184_,Прыжковая тумба атлетическая (Плиобокс),32.30.14.129,,
44fz,0118300013321000184_,Скакалка,32.30.14.119,,
44fz,0118300013321000184_,Степ-платформа 2-х уровневая,32.30.14.129,,
44fz,0373200074821000085_,"Мочеприемник, стандартный, на 2000 мл,  нестерильный",32.50.13.190,,
44fz,0167300000821000012_,Оказание услуг по актуализации схемы теплоснабжения муниципального образования город Тобольск,71.11.31.000,,
44fz,0373200041521000039_,"Блок для йоги из вспененного мягкого и упругого материала (ЭВА пена), размер: 30,5 х 20,5 х 5 см.",32.30.15.299,,
44fz,0373200041521000039_,"Комплект для настольного тенниса, шт",32.30.15.115,,
44fz,0373200041521000039_,Мяч для настольного тенниса,,32.30.15.231-00000003,
44fz,0373200041521000039_,"Насос для мячей ручной, пластик",32.30.15.299,,
44fz,0373200041521000039_,"Палки для скандинавской ходьбы, телескопические 3-х секционные, пар",32.30.15.299,,
44fz,0373200041521000039_,Робот-тренажер для настольного тенниса,32.30.15.119,,
44fz,0373200041521000039_,"Ролик для йоги и пилатеса, 15х90см, ПВХ, шт",32.30.15.299,,
44fz,0373200041521000039_,"Ролик для пресса, нагрузка 100кг, металлический каркас, 2 колеса, шт",32.30.15.299,,
44fz,0373200041521000039_,Сетка для настольного тенниса,,32.30.15.115-00000002,
44fz,0338300007823000152_,Кондиционер для белья,,20.41.32.124-00000001,
44fz,0358300180323000011_,Замена фотобарабана (Копировально-множительные аппараты (КМА)),95.11.10.120,,
44fz,0129100005123000087_,Замена ракеля в картридже HP LJ 2055/2035,95.11.10.130,,
44fz,0347300008522000004_,Муфта,22.21.29.130,,
44fz,0320300111623000003_,Тетрадь различного назначения,,17.23.13.196-00000001,
44fz,0154100005722000002_,Замена бушинга магнитного вала Canon EP-27,95.11.10.130,,
44fz,0358300180323000011_,Ограничитель формата документа А4   (МФУ Brother DCP-L550),95.11.10.120,,
44fz,0380300041422000003_,Подтоварник,25.99.12.112,,
44fz,0180100003922000058_,Конверт почтовый бумажный,,17.23.12.110-00000003,
44fz,0801300011922000391_,Выполнение работ по текущему ремонту дороги по ул. Уральской на территории городского округа город Салават Республики Башкортостан,42.11.20.200,,
44fz,0154100004822000075_,Заправка картриджа для Xerox WorkCentre 5020-5021,95.11.10.130,,
44fz,0322300061422000306_,Крепление трубное (Вид 5),28.14.12.110,,
44fz,0816500000623008231_,Отвод из НПВХ для систем канализации,,22.21.21.129-00000001,
44fz,0373200008523000104_,"Уголок крепежный, оцинкованная сталь, 65х18х2,5мм",25.94.12.190,,
44fz,0320100011222000336_,Угольник соединительный Тип 1,28.14.12.110,,
44fz,0328300014222000017_,Сифилис РПГА-тест,21.20.23.110,,
44fz,0129100004223000016_,Оказание услуг по ремонту компьютерного и периферийного оборудования. Ремонт блока подачи бумаги с заменой ролика в МФУ M426 fdn.,95.11.10.190,,
44fz,0371200006623000007_,Замена тефлонового вала печки МФУ (А3),95.11.10.120,,
44fz,0373100105223000023_,Стол кухонный деревянный или эквивалент,31.02.10.140,,
44fz,0154100005722000002_,Замена бушинга магнитного вала HP Q7553A,95.11.10.130,,
44fz,0350100008223000150_,Томаты (помидоры),,01.13.34.000-00000004,
44fz,0174500001122002518_,Замена шестеренок тефлонового вала принтера Samsung ML-2851ND,95.11.10.190,,
44fz,0320500000222000006_,Клейкая лента,,22.29.21.000-00000002,
44fz,0373200053623000229_,Кондиционер бытовой,,28.25.12.130-00000010,
44fz,0346300001522000035_,Заправка Canon 703,95.11.10.130,,
44fz,0373200141323000002_,Оказание погрузочно-разгрузочных услуг,52.24.19.110,,
44fz,0338300004622000200_,Швабра для мытья пола,32.91.11.000,,
44fz,0131100013122000021_,Ролик подачи из кассеты,33.12.16.000,,
44fz,0523300002022000018_,Светильник светодиодный,26.11.22.229,,
44fz,0873500000823005411_,Стол ученический,,31.01.12.122-00000004,
44fz,0846600000623000130_,Мяч волейбольный,,32.30.15.231-00000013,
44fz,0301100004423000020_,Сельдь соленая,,10.20.23.122-00000005,
44fz,0372200263423000390_,Контейнер универсальный для транспортировки тары с образцами,,32.50.13.190-00008406,
44fz,0154100005723000001_,Замена ракеля очистки барабана HP Q7553A,95.11.10.130,,
44fz,0360300011421000029_,ХЛОРОПИРАМИН,21.20.10.256,,True
44fz,0138200003721000019_,Ножницы канцелярские,,25.71.11.120-00000005,
44fz,0322200031521000494_,Смеситель вид 1,28.14.12.110,,
44fz,0322200031521000494_,Смеситель вид 2,28.14.12.110,,
44fz,0322200031521000494_,Смеситель вид 3,28.14.12.110,,
44fz,0320300000321000062_,Дырокол,,25.99.22.130-00000002,
44fz,0320300000321000062_,Расшиватель для скоб,,25.99.22.130-00000005,
44fz,0320300000321000062_,Скобы для степлера,,25.99.23.000-00000007,
44fz,0320300000321000062_,Скобы для степлера,,25.99.23.000-00000013,
44fz,0320300000321000062_,Скобы для степлера,,25.99.23.000-00000018,
44fz,0320300000321000062_,Скрепки металлические,,25.99.23.000-00000020,
44fz,0320300000321000062_,Скрепки металлические,,25.99.23.000-00000020,
44fz,0320300000321000062_,Шило канцелярское,,25.99.23.000-00000025,
44fz,0867300000921000076_,Медицинское обследование / женское до 40 лет,86.21.10.120,,
44fz,0867300000921000076_,Медицинское обследование / женское после 40 лет,86.21.10.120,,
44fz,0867300000921000076_,Медицинское обследование / мужское (водители),86.21.10.120,,
44fz,0867300000921000076_,Медицинское обследование / мужское (офисные работники),86.21.10.120,,
44fz,0120300021121000112_,Бумага для офисной техники белая,,17.12.14.129-00000025,
44fz,0373200026421000099_,Годовое техническое обслуживание лифтов,43.29.19.110,,
44fz,0324100010421000105_,Набор просечек 3-25 мм,25.73.30.143,,
44fz,0324100010421000105_,Набор ключей рожковых-накидн. 10-32 мм,25.73.30.171,,
44fz,0324100010421000105_,Набор ключей рожковых 8-32 мм,25.73.30.171,,
44fz,0324100010421000105_,Напильник квадратный 200-250 мм с ручкой,25.73.30.110,,
44fz,0324100010421000105_,Напильник квадратный 300-350 мм с ручкой,25.73.30.110,,
44fz,0324100010421000105_,Напильник круглый 200-250 мм с ручкой,25.73.30.110,,
44fz,0324100010421000105_,Болторез для 10мм   750-1000 мм,25.73.30.299,,
44fz,0324100010421000105_,Головка 46 мм шестигранная,25.73.30.176,,
44fz,0324100010421000105_,Диск шлиф.лепестковый 125 мм  КЛТ1 Р80,23.91.11.140,,
